id,report_type,waste_type,title,description,status,reason,created_at,updated_at,deleted_at
c236744a-2a85-4067-89d4-8aa30dcf7311,littering,anorganik,Recusandae corporis necessitatibus ipsum.,"Nesciunt fuga ipsum earum. Nesciunt magnam quod sapiente quam.
Eius modi delectus perspiciatis facilis. Expedita dolorum animi alias dolore.",need review,"Nihil dignissimos corporis ab eligendi. Animi officia esse nostrum in repellat cumque rem.
Dolore dolores nisi tempore quidem. Nemo quisquam repellat iure.",2022-07-08 02:08:47,1991-09-21 00:33:59,2024-01-03 09:32:02
9902b5eb-6714-4e34-83a0-de817481966e,littering,organik,Dignissimos reprehenderit animi perspiciatis.,"Minus ad adipisci fuga hic numquam rerum. Cum autem temporibus exercitationem.
Non eius qui doloremque doloremque nihil. Commodi culpa iusto facilis culpa exercitationem reiciendis similique.",need review,"Earum odio ab atque voluptatem ab. Explicabo voluptatem laboriosam magni fugiat.
Voluptates non dolores atque suscipit impedit non. Consectetur voluptatem voluptatem.",1982-01-03 11:41:33,2019-12-12 23:49:36,2024-03-25 17:46:18
b3005761-6026-4a44-976f-434bf1f745d8,rubbish,sampah kering,Qui doloremque deleniti ad blanditiis.,Impedit sapiente animi sit. Est vel aliquam adipisci. Repellat laudantium suscipit exercitationem cum laudantium voluptatem. Commodi modi error dolorem architecto.,approve,Est recusandae qui distinctio quod quos eaque explicabo. Voluptates impedit beatae recusandae et. Laudantium ea quas quia accusantium quae.,2009-11-29 19:05:55,2015-03-31 10:07:47,2024-02-28 01:50:00
1aaaa671-76e2-44d5-b5c8-814cf47f4baa,littering,berbahaya,Quisquam praesentium distinctio facilis natus quia.,"Voluptatem sint similique dolore id a illum. Inventore molestias cumque tempore.
Officia atque amet id sequi voluptas. Assumenda facilis commodi harum.",reject,"Nemo vel quod. Voluptates odio cum ex enim odio.
Aliquam minus harum quos totam odio sunt. At accusantium minima alias eaque. Voluptates impedit a suscipit quibusdam adipisci necessitatibus.",1978-11-07 06:38:11,1989-03-22 14:35:34,2024-02-25 07:27:00
3d062733-9a04-49f7-aff7-ece686f9e27a,rubbish,sampah kering,Ducimus nulla dolorem quo.,"Exercitationem ut porro repudiandae eum perspiciatis fuga nulla.
Dolore temporibus laudantium id. Ad optio praesentium rerum. Natus possimus illo beatae molestias vero.",reject,Laboriosam voluptatibus rerum. Cumque natus ipsum eos fugit vitae. Ratione reiciendis veritatis consectetur ex.,2007-07-21 16:38:59,2015-05-05 04:56:03,2024-02-05 23:25:59
b5074eae-3163-48b5-96f4-93dd4c6cef49,littering,berbahaya,Excepturi impedit voluptates fugiat magnam perspiciatis iusto ab.,Consequuntur repellendus nesciunt porro nulla rem. Eveniet iure hic. Error ratione rerum ipsum.,approve,Dignissimos porro fugit aspernatur unde vel. Eum voluptas tenetur. Debitis ullam quisquam iste quo assumenda.,2018-06-16 17:48:46,2007-12-12 01:23:12,2024-05-02 18:22:34
9b47faf8-3f49-4a21-8df3-83577de443df,littering,anorganik,Eum laboriosam aspernatur repellat tempore illum voluptas.,"Blanditiis corrupti non omnis id nostrum. Illo eveniet sed. Dolor ab maxime veniam placeat provident.
Dicta nesciunt maiores optio.",approve,Molestiae voluptatum beatae nostrum atque beatae. Facere fugit ab doloribus suscipit beatae iste. Commodi dolorum vel incidunt quaerat esse tempora at.,2020-08-13 22:33:30,2022-11-01 08:44:02,2024-04-08 23:43:21
70dd3044-92e3-457d-8823-1349374de6b7,rubbish,sampah kering,Culpa aliquam iste maiores aliquam fuga.,"Dignissimos numquam voluptates tenetur iste corporis. Tempore incidunt perspiciatis soluta.
Aliquid delectus odit tenetur harum tempore distinctio sit. Hic aliquid saepe repellat tempore.",need review,"Saepe fuga saepe. Placeat dolores ea laudantium. Modi nam corrupti excepturi.
Porro tempora quam quidem placeat a. Praesentium illo impedit dolorum natus veniam minima. Esse quidem enim odit.",2013-05-13 21:26:43,1992-04-04 09:26:14,2024-03-30 17:10:25
dccf1e8e-ddbb-4f35-8773-1133f0c5419a,littering,anorganik,Perferendis quis laborum velit consectetur similique nostrum.,"Eaque nostrum qui ratione. Voluptate quisquam non aperiam. Fuga ratione fugit quo veniam sit.
Architecto consequuntur consectetur dolorem. Maiores odio occaecati unde quaerat.",reject,"Magni consectetur quam maiores. Facere perferendis porro itaque quo.
Eius aperiam beatae harum. Error blanditiis recusandae. Placeat recusandae quia quos sequi amet.",2013-08-02 16:11:02,1998-02-26 04:03:01,2024-03-24 04:00:17
59e7abf1-c14e-47b1-90ab-7b029bce974e,littering,anorganik,Tenetur occaecati dolores veritatis tenetur quam.,Dolorum vitae error consequuntur sunt id. Temporibus et libero quibusdam. Pariatur ex officia.,need review,Officiis perspiciatis eveniet voluptatibus. Expedita numquam suscipit fugit reprehenderit veniam. Quod ut cum sed tempore dolorem optio saepe.,2006-11-28 06:16:25,1997-09-16 06:08:14,2024-06-06 16:30:52
a706c0c5-5902-4f70-ad36-f62c1c5a63ae,rubbish,sampah basah,Facilis dignissimos rerum sequi.,"Omnis repellat dolor itaque.
Quis ipsum harum eaque laudantium nisi. Cumque repudiandae et dicta.
Corrupti saepe deserunt incidunt consequatur. Corrupti quaerat rerum error nihil. Totam adipisci hic.",reject,"Labore ipsam ratione ipsum vitae ex nesciunt optio. Facilis illum pariatur possimus nesciunt quas ex iusto.
Quam laboriosam nemo at. Laborum vitae fugit ratione vero rem minima id.",1989-01-28 17:25:10,2018-03-02 10:32:20,2024-05-18 09:30:23
814991f5-de53-47a3-ae38-f78efb2966c2,littering,berbahaya,Corporis placeat asperiores sunt placeat quo.,Expedita temporibus commodi saepe minus.,reject,Quibusdam iste iusto numquam magni debitis. Delectus explicabo dicta sit ducimus.,1991-10-11 23:52:28,1996-08-08 13:59:14,2024-03-26 13:17:26
d3b49c8c-5d48-4e58-aff0-3cb201b1b11b,littering,organik,Iste facere labore architecto ipsam laboriosam nihil.,Atque error temporibus temporibus doloribus quam. Aliquid quidem veniam repudiandae. Nihil ullam odio vel quisquam architecto.,need review,Cumque vero ducimus pariatur voluptatibus labore occaecati veniam. Totam ducimus minus quidem aut ab laudantium. Dolore optio perferendis est modi odit.,2009-01-16 08:34:36,1993-07-12 02:33:13,2024-02-14 16:43:23
9d5cba40-b4b4-4453-9f2f-6648457e54a1,littering,organik,Delectus placeat error ab autem recusandae.,Soluta quaerat aspernatur. Eos placeat ex ex ad consequuntur. Iure culpa autem aperiam.,reject,"Vitae corrupti fugit illum. Dolores et illo.
Veritatis quod voluptas. Sunt commodi sapiente eveniet unde illum.",2008-03-01 14:23:21,2000-03-14 16:32:10,2024-04-25 05:43:23
32131d6c-83a2-4416-85eb-92b78d6b562f,littering,berbahaya,Quod velit perferendis deserunt iste autem saepe perferendis.,Velit distinctio totam minus. Placeat ullam laboriosam ducimus. Fuga ad commodi consequatur a cum.,approve,"Neque natus unde inventore.
Vero natus aperiam hic quaerat dolores doloribus magni. Porro totam quae aperiam praesentium reprehenderit. Dolorem doloribus distinctio iure fugit.",2015-04-23 20:34:17,1999-08-22 10:59:14,2024-03-29 05:38:58
94d2595e-9036-47c8-b7c0-57745bce3c18,littering,berbahaya,Cumque laboriosam corporis impedit.,"Aliquam veniam dolorum. Provident adipisci ipsum ipsa. Illo quos natus ad possimus.
Consequuntur error odit voluptatibus delectus quam delectus. Itaque aliquam nobis nostrum dolores excepturi sequi.",reject,Asperiores recusandae voluptas in soluta. Asperiores hic quos eius dolore voluptate. Non exercitationem sed placeat ab.,2000-03-05 02:59:57,2013-05-05 17:39:07,2024-04-16 06:41:23
1d2755b4-1520-4db6-8917-d9e6f95e3372,rubbish,sampah kering,Aperiam repellat recusandae consectetur doloremque iusto ut excepturi.,"Itaque sapiente doloremque ipsa. Expedita consequatur maiores natus. A natus culpa esse quam.
Et dolor excepturi atque placeat perspiciatis. Iste cum maxime.",reject,Sed eius harum neque maxime recusandae consectetur perferendis. Quis sequi illo quo totam.,2016-01-08 02:56:27,2019-07-09 05:46:53,2024-04-09 12:30:31
8b153930-57f8-4092-ab1b-f08b84be1d52,rubbish,sampah kering,Temporibus ducimus ut animi debitis.,"Eveniet occaecati cum sit itaque eos. Deleniti ullam sit nobis.
Unde necessitatibus asperiores deleniti distinctio quos error. Id quibusdam rem veniam in delectus mollitia.",need review,Quidem tempore quidem officiis assumenda commodi aspernatur quasi. Omnis nobis fuga officia. Earum corrupti optio excepturi cumque laborum ratione. Voluptas architecto recusandae porro consequuntur.,2007-05-28 09:50:39,2008-11-18 22:14:15,2024-04-25 07:29:49
881651f7-9311-4506-a61b-cfcd86d5c980,littering,anorganik,At iste dolores impedit occaecati quae deserunt.,Sint corrupti eos dignissimos minus quasi placeat. Animi aut consequatur optio. Tempora ex nobis ea at maxime repellat.,approve,Occaecati facere aspernatur laudantium aperiam ad doloribus quasi. Voluptatum optio ipsam ea animi commodi ad quaerat. Aspernatur nemo ex.,1986-03-01 06:45:50,1981-05-05 03:56:19,2024-03-09 15:53:06
dea747bc-9422-41f9-8244-e5da86e2c7db,littering,organik,Laudantium quam quos nam dolor nihil reprehenderit.,"In error vel repudiandae quaerat dolorum deleniti. Temporibus voluptatem numquam tenetur.
Nisi autem quia atque debitis porro quidem. Architecto perferendis eius nam debitis mollitia praesentium.",approve,"Amet hic labore recusandae voluptates magni odit fuga. Dolorum similique inventore sint mollitia minima mollitia adipisci. Minus dolorum dolorem tempora.
Natus at sapiente.",1973-02-13 21:17:25,2013-05-03 02:21:28,2024-04-03 17:56:33
59a07159-a330-44bb-9a0b-8b679139b993,littering,berbahaya,Dignissimos aut laborum maxime nisi.,Velit blanditiis neque eaque sunt. Laboriosam cupiditate laborum facilis labore officiis voluptate. Blanditiis officia explicabo fugiat eos facilis fugiat magnam.,need review,Beatae alias temporibus. At quas voluptas est illum blanditiis. Vitae animi cupiditate sed.,1996-08-31 22:23:57,1992-01-06 13:26:04,2024-03-20 06:09:20
19cdfd35-7e44-4609-a9ac-8a30ddfe0292,littering,anorganik,Doloremque hic atque atque animi odio.,"Ea dolorum culpa. Delectus aliquid eos accusantium quisquam reprehenderit doloremque.
Fuga dicta sequi. Dolorem enim sint ratione repellendus voluptates vel. Consectetur sunt nihil esse.",need review,Dolorem corporis labore aut sed quos. Asperiores quia corrupti illum dolores voluptates omnis.,2006-07-07 11:42:34,1970-02-21 00:20:47,2024-04-13 15:47:25
42c45dad-86d4-46c1-853b-d108637bf834,rubbish,sampah basah,In ducimus laborum laboriosam minima fuga labore.,"Modi qui fuga quasi. Tempore sint error sapiente vel.
Possimus quos eum in. Cum corporis perspiciatis.
Ex repellat aspernatur magni occaecati adipisci quia.",reject,Voluptate quidem dicta et praesentium ea sunt omnis. Iusto quisquam dolor enim dolor voluptatem ipsa ab. Ab consequuntur esse officia perspiciatis at cumque.,1975-06-07 18:29:56,2007-05-08 16:56:43,2024-02-01 01:03:18
463709f4-082b-4c30-bfe9-d38261649dc0,rubbish,"sampah basah, sampah kering",Cupiditate maxime a tempora.,Ex deserunt deleniti totam labore. Dolorum voluptatum assumenda cumque veritatis cumque animi minus. Laudantium minus veritatis ipsum magni voluptatem eligendi velit.,need review,Eius aliquam vero sed aliquam architecto minus. Laudantium reiciendis autem architecto incidunt dicta delectus.,2011-08-05 03:39:11,2003-01-22 04:34:10,2024-01-10 19:13:27
55704774-5f7d-48bd-8754-105a3570a45a,rubbish,sampah basah,Quaerat voluptas itaque quas soluta delectus laboriosam.,"Ipsam quas labore nemo. Saepe repellat sunt ipsum ipsum maiores quas error.
Voluptatem modi expedita ipsum iste. Illum sapiente nulla unde. Est beatae quam iusto suscipit.",reject,Quod consequuntur provident laudantium. Magni debitis officiis possimus suscipit necessitatibus provident.,2015-01-18 18:31:22,1992-10-06 20:32:48,2024-02-01 01:00:13
a0076cf0-1eb2-4665-a8f2-60dce037dd16,rubbish,"sampah basah, sampah kering",Quis doloribus a ex suscipit officiis aut deleniti.,Nesciunt rerum sed consequatur harum. Necessitatibus odio minus voluptatem eveniet maiores. Nostrum occaecati inventore ex minus rem blanditiis.,need review,"Alias veniam eveniet alias. Reprehenderit cupiditate deserunt quos inventore modi animi.
Est facere quas dolores sint eaque. Dicta sapiente illo tempora sit.",2019-04-11 07:04:19,1985-03-11 01:57:24,2024-03-25 05:49:21
25ee1d71-6d85-440a-87fa-f878ef4823d1,rubbish,sampah basah,Qui labore recusandae nulla.,"Cupiditate consequuntur dignissimos voluptatem doloremque. Modi velit aspernatur excepturi molestias iste aliquid magni. Expedita assumenda aspernatur quidem quasi cum.
Nemo maiores odit odit.",need review,Numquam quisquam error possimus error. Laborum veniam modi quasi. Ex est rerum eum sit provident eligendi.,2003-08-31 01:38:59,1985-01-19 20:26:02,2024-02-26 15:07:45
2b2eab93-3eb0-4553-908a-9c2e2ea20c9d,littering,organik,Cupiditate doloribus cupiditate veritatis labore.,Optio voluptatem aperiam natus debitis ea. Praesentium tempore reprehenderit perspiciatis earum temporibus. Mollitia neque fugit tempora.,approve,Veritatis culpa corporis voluptates corporis velit. Debitis praesentium alias id aspernatur. Perspiciatis voluptatem esse earum fugit quae delectus quasi.,1971-08-28 03:32:29,1993-02-19 13:54:02,2024-04-19 06:26:01
fec16515-63a2-4f5e-ab74-3b292c3ac44d,rubbish,sampah kering,Reprehenderit non vero ratione.,"Repellat sit sapiente quod. A itaque quibusdam eveniet.
Iste ipsum voluptatibus numquam. Soluta cupiditate asperiores placeat.
Mollitia velit incidunt eveniet. Sit voluptatum sint odio voluptas.",need review,"Omnis quaerat praesentium quam dolor harum reiciendis. Eveniet iste aut dicta incidunt. Magnam laborum impedit autem amet.
Quo ipsum ex aliquam temporibus. Sint iste nihil pariatur.",1988-03-27 05:28:08,2018-04-02 01:04:13,2024-01-04 09:16:13
3bdac68c-fe8b-44cd-b7d1-da45646f8fc3,littering,organik,Repudiandae earum occaecati eveniet modi reprehenderit eligendi.,Minima id commodi dignissimos esse. Dolorem sed facere quam voluptates numquam. Magnam totam esse veritatis reiciendis.,approve,Eligendi cupiditate est quidem modi tenetur distinctio. Sapiente aperiam quisquam suscipit deleniti optio excepturi.,1972-10-25 23:18:40,1984-04-02 14:31:27,2024-01-20 03:06:22
